gt_record_id,record_id,mode,status,title,extraction_method,cost_usd,error_message,pdf_path,data_type,geospatial_info_dataset,spatial_range_km2,temporal_range,temp_range_i,temp_range_f,species,referred_dataset,time_series,multispecies,threatened_species,new_species_science,new_species_region,bias_north_south,valid_yn,reason_not_valid
37,10.1002/ece3.1029,pdf_native,success,Data from: Fitness dynamics within a poplar hybrid zone: I. Prezygotic and postzygotic barriers impacting a native poplar hybrid stand.,pdf_native,0.0933,,data\pdfs\fuster\10.1002_ece3.1029.pdf,"[""genetic_analysis"", ""traits"", ""presence-only""]","[""site"", ""maps"", ""sample""]",1360000.0,sampled in 2007 and 2009–2011,2007,2011,"[""Populus balsamifera"", ""Populus deltoides"", ""natural hybrids of Populus balsamifera \u00d7 Populus deltoides"", ""exotic poplar hybrids containing P. nigra and P. maximowiczii alleles (excluded from further analyses)"", ""maple (Acer spp.)"", ""larch (Larix laricina)"", ""Melampsora larici-populina"", ""Melampsora medusae f. sp. deltoidae"", ""Melampsora occidentalis""]",Thompson et al. (2010) surveyed 15 reproductively mature trees in 2007; complete SNP data file deposited in the Dryad data repository (http://doi:10.5061/dryad.63fr7).,,True,,,,,yes,
38,10.1371/journal.pone.0204445,pdf_native,success,Data from: Temporal dynamics in animal community assembly during post-logging succession in boreal forest,pdf_native,0.1307,,data\pdfs\fuster\10.1371_journal.pone.0204445.pdf,"[""abundance"", ""presence-only""]","[""site"", ""maps"", ""administrative_units""]",,"2007 and 2011; stand ages ranged from 4-66 years post-harvest, compared with old-growth stands >120 years old",2007,2011,"[""small mammals"", ""beetles"", ""red squirrel (Tamiasciurus hudsonicus)"", ""eastern chipmunk (Tamias striatus)"", ""shrews (Sorex spp.)"", ""deer mouse (Peromyscus maniculatus)"", ""rock vole (Microtus chrotorrhinus)"", ""southern bog lemming (Synaptomys cooperi)"", ""red-backed vole (Myodes gapperi)"", ""black spruce (Picea mariana)"", ""balsam fir (Abies balsamea)"", ""paper birch (Betula papyrifera)"", ""trembling aspen (Populus tremuloides)""]","third decadal forest inventory program (Eco-forestry Information System, Ministère des Ressources naturelles et de la Faune du Québec), together with information from forestry companies (Resolute Forest Products and Arbec Forest Products Inc.)",,True,,,,True,yes,
39,10.1098/rspb.2014.0649,pdf_native,success,Data from: Severe recent decrease of adult body mass in a declining insectivorous bird population,pdf_native,0.0809,,data\pdfs\fuster\10.1098_rspb.2014.0649.pdf,"[""traits"", ""abundance""]","[""site"", ""maps""]",10200.0,from 2005 to 2011,2005,2011,"[""tree swallow (Tachycineta bicolor)""]",Dryad Digital Repository (doi:10.5061/dryad.67t23),True,,,,,,yes,
56,10.1111/eva.12315,pdf_native,success,Data from: Multidimensional environmental influences on timing of breeding in a tree swallow population facing climate change,pdf_native,0.0668,,data\pdfs\fuster\10.1111_eva.12315.pdf,"[""abundance"", ""time_series""]","[""sample"", ""site"", ""maps"", ""geographic_features""]",10200.0,"between 2004 and 2013, during the breeding season (April to August)",2004,2013,"[""tree swallow (Tachycineta bicolor)""]",Environment Canada meteorological station data; eBird (http://ebird.org/) used for spring arrival context,True,,,,,,yes,
71,10.1111/1365-2664.12675,pdf_native,success,Data from: Threshold dynamics in plant succession after tree planting in agricultural riparian zones,pdf_native,0.0707,,data\pdfs\fuster\10.1111_1365-2664.12675.pdf,"[""abundance"", ""ecosystem_structure""]","[""site"", ""maps"", ""geographic_features""]",259.0,sites planted from 1995 to 2009; sampled during summer 2012; chronosequence of 3–17 years after tree planting,1995,2012,"[""herbaceous plant species (203 species inventoried)"", ""Fraxinus pennsylvanica"", ""Acer saccharum"", ""Picea glauca"", ""Larix laricina"", ""Quercus rubra"", ""Quercus macrocarpa"", ""Salix spp."", ""Populus spp."", ""Bromus inermis"", ""Phalaris arundinacea"", ""Equisetum arvense"", ""Artemisia vulgaris"", ""Solidago canadensis"", ""Dryopteris carthusiana"", ""Athyrium filix-femina"", ""Trilium erectum"", ""Rubus pubescens""]",Dryad Digital Repository doi:10.5061/dryad.b46k4,,True,,,,,yes,
89,10.1890/12-2118.1,pdf_native,success,Data from: Logging-induced changes in habitat network connectivity shape behavioral interactions in the wolf-caribou-moose system,pdf_native,0.1201,,data\pdfs\fuster\10.1890_12-2118.1.pdf,"[""distribution"", ""presence-only"", ""time_series""]","[""sample"", ""maps"", ""geographic_features""]",33900.0,from March 2005 to March 2009 for caribou and wolves; from March 2005 to March 2008 for moose; winter analyses from 1 December to 31 March,2005,2009,"[""caribou (Rangifer tarandus caribou)"", ""moose (Alces alces)"", ""wolf (Canis lupus)"", ""black spruce (Picea mariana)"", ""balsam fir (Abies balsamea)"", ""jack pine (Pinus banksiana)"", ""trembling/quaking aspen (Populus tremuloides)"", ""white/paper birch (Betula papyrifera)"", ""tamarack/eastern larch (Larix laricina)""]","Landsat Thematic Mapper (TM) image from 2000 (Natural Resources Canada, Canadian Forest Service); annual cut/road data from local forest products companies; digital elevation model from MRNFQ; aerial survey for caribou density in March 2007; moose density from Gingras et al. 1989",True,True,True,,,True,yes,
91,10.1002/ece3.1266,pdf_native,success,Data from: Genetic connectivity among swarming sites in the wide ranging and recently declining little brown bat (Myotis lucifugus),pdf_native,0.0948,,data\pdfs\fuster\10.1002_ece3.1266.pdf,"[""genetic_analysis""]","[""site"", ""administrative_units"", ""maps"", ""site_ids""]",,autumns of 2009–2011 (10 August to 06 October),2009,2011,"[""Myotis lucifugus"", ""little brown bat""]","Dryad Digital Repository (microsatellite data as a GENEPOP input file, STRUCTURE input file and parameters, and DNA sequence data as an ARLEQUIN input file)",,,True,,,,yes,
101,10.1371/journal.pone.0077514,pdf_native,success,Data from: Disentangling woodland caribou movements in response to clearcuts and roads across temporal scales,pdf_native,0.0847,,data\pdfs\fuster\10.1371_journal.pone.0077514.pdf,"[""time_series"", ""distribution""]","[""sample"", ""site"", ""maps""]",31000.0,between 2004 and 2010,2004,2010,"[""woodland caribou (Rangifer tarandus caribou)"", ""moose (Alces alces)"", ""gray wolf (Canis lupus)"", ""black bear (Ursus americanus)""]",Digitized ecoforest maps provided by the Ministère des Ressources naturelles et de la Faune du Québec (MRNF); additional caribou telemetry data access via Essipit First Nation and A. Chabot; Dryad Digital Repository: http://dx.doi.org/10.5061/dryad.n3c2f,True,,True,,,True,yes,
104,10.1038/s41598-018-34822-9,pdf_native,success,Data from: Compensatory conservation measures for an endangered caribou population under climate change,pdf_native,0.0557,,data\pdfs\fuster\10.1038_s41598-018-34822-9.pdf,"[""distribution"", ""presence-only""]","[""maps"", ""range"", ""site""]",25000.0,VHF data collected from 1998 to 2001; newer GPS collar data from 43 individuals (dates not stated); future landscape scenarios projected to 2080,1998,2001,"[""Atlantic-Gasp\u00e9sie caribou"", ""boreal caribou (Rangifer tarandus caribou)""]","Ecoforestry maps and road database provided by the Ministère des Forêts, de la Faune et des Parcs du Québec; caribou telemetry data provided by the Université du Québec à Rimouski; habitat quality raster layers for 24 scenarios deposited in Dryad",,False,True,,,,yes,
123,10.1098/rspb.2014.0502,pdf_native,success,Data from: Temporally dynamic habitat suitability predicts genetic relatedness among caribou,pdf_native,0.0801,,data\pdfs\fuster\10.1098_rspb.2014.0502.pdf,"[""genetic_analysis"", ""distribution""]","[""sample"", ""maps"", ""range""]",1365000.0,,,,"[""caribou"", ""Rangifer tarandus"", ""migratory tundra caribou"", ""mountain caribou"", ""forest-dwelling sedentary caribou""]",doi:10.5061/dryad.qn1cj,,False,,False,False,True,yes,
175,10.5558/tfc76653-4,pdf_native,success,"Ã‰valuation de la coupe avec protection de la rÃ©gÃ©nÃ©ration et des sols comme mÃ©thode de rÃ©gÃ©nÃ©ration de peuplements mÃ©langÃ©s du domaine bioclimatique de la sapiniÃ¨re Ã  bouleau jaune de l'est du QuÃ©bec, Canada",pdf_native,0.1028,,data\pdfs\fuster\10.5558_TFC76653-4.pdf,"[""abundance"", ""density""]","[""sample"", ""site"", ""maps"", ""geographic_features""]",35.0,sites harvested in 1992; field study conducted in summer 1997; regeneration quantified five years after logging,1992,1997,"[""Abies balsamea"", ""Picea glauca"", ""Betula alleghaniensis"", ""Betula papyrifera"", ""Acer spicatum"", ""Prunus pensylvanica"", ""Rubus idaeus"", ""Epilobium angustifolium"", ""Corylus cornuta"", ""Sorbus americana"", ""Sambucus pubens""]",Ministère des Ressources naturelles du Québec (MRNQ) ecosystem description procedure / ecological observation point data,,True,,,,,yes,
201,10.1086/671900,pdf_native,success,Comparative Physiology and Relative Swimming Performance of Three Redhorse (Moxostoma spp.) Species: Associations with Fishway Passage Success*,pdf_native,0.0631,,data\pdfs\fuster\10.1086_671900.pdf,"[""traits"", ""abundance""]","[""sample"", ""site"", ""maps""]",,"2010 and 2012 fishway passage monitoring; respirometry in 2011; swimming performance and blood physiology experiments in 2012 (May 30–June 13, 2011; April 22–May 25, 2012; passage monitored May 14–July 10, 2012)",2010,2012,"[""Moxostoma anisurum"", ""Moxostoma carinatum"", ""Moxostoma macrolepidotum"", ""Moxostoma hubbsi""]",Quebec Ministère des Ressources Naturelles et de la Faune unpublished data; 2010 passage data from Thiem et al. (2013) referenced for comparison,,True,True,,,,yes,
208,10.3389/fmars.2021.637546,pdf_native,success,Determining the Ecological Status of Benthic Coastal Communities: A Case in an Anthropized Sub-Arctic Area,pdf_native,0.086,,data\pdfs\fuster\10.3389_fmars.2021.637546.pdf,"[""abundance"", ""traits"", ""ecosystem_structure""]","[""sample"", ""maps"", ""geographic_features""]",,sampled the benthic ecosystem in July 2017; heavy metal concentrations estimated from values obtained in the same area in 2014 and 2016,2014,2017,"[""benthic macrofauna / macrobenthic invertebrates; 132 taxa belonging to eight phyla, dominated by arthropods, mollusks, and annelids; examples include Micronephthys neotena, Eudorellopsis integra, Protomedeia grandimana, Nematoda (adults), Macoma calcarea, Echinarachnius parma, Strongylocentrotus sp.""]","heavy metal concentration database hosted by Carrière (2018), using values obtained in the same area in 2014 and 2016",,True,,,,True,yes,
225,10.1371/journal.pone.0109261,pdf_native,success,"Effects of Habitat-Forming Species Richness, Evenness, Identity, and Abundance on Benthic Intertidal Community Establishment and Productivity",pdf_native,0.0626,,data\pdfs\fuster\10.1371_journal.pone.0109261.pdf,"[""abundance"", ""presence-absence"", ""ecosystem_function""]","[""sample"", ""site"", ""maps""]",,May 14th 2011 to September 4th 2011; primary production measured in mid-July 2011; natural productivity reference from July 2010 for 20 natural plots on the same site,2010,2011,"[""Fucus distichus edentatus"", ""Fucus vesiculosus"", ""Mytilus spp. (composed of Mytilus edulis, M. trossulus, and hybrids)"", ""45 associated species (algae: 13; animals: 32)"", ""Gammarus spp."", ""Ralfsia clavata"", ""Lacuna vincta"", ""Margarites helicinus""]",St. Lawrence Global Observatory (SLGO.ca) water temperature data; July 2010 natural plot productivity reference on the same site,,True,False,,,,yes,
253,10.1111/eva.13248,pdf_native,success,Genomic data support management of anadromous Arctic Char fisheries in Nunavik by highlighting neutral and putatively adaptive genetic variation,pdf_native,0.1141,,data\pdfs\fuster\10.1111_eva.13248.pdf,"[""genetic_analysis""]","[""sample"", ""maps"", ""geographic_features""]",,,,,"[""Arctic Char (Salvelinus alpinus)""]",NCBI SRA accession PRJNA655216,,,,,,True,yes,
258,10.1111/ecog.00997,pdf_native,success,"Host phenology, geographic range size and regional occurrence explain interspecific variation in damselflyâ€“water mite associations",pdf_native,0.0676,,data\pdfs\fuster\10.1111_ECOG.00997.pdf,"[""abundance"", ""genetic_analysis"", ""species_richness""]","[""site"", ""maps"", ""administrative_units""]",,weekly for eight weeks in June and July 2011,2011,2011,"[""damselflies (Coenagrionidae), water mites (Arrenuridae); 16 damselfly species including Amphiagrion saucium, Chromagrion conditum, Coenagrion interrogatum, Coenagrion resolutum, Enallagma aspersum, Enallagma boreale, Enallagma carunculatum, Enallagma cyathigerum, Enallagma ebrium, Enallagma geminatum, Enallagma hageni, Enallagma signatum, Ischnura posita, Ischnura verticalis, Nehalennia gracilis, Nehalennia irene""]",Odonata Central database; GenBank; Barcode of Life Database (BOLD),True,True,,False,False,False,yes,
271,10.1603/0013-8746%282006%2999%5b536%3aiopmiq%5d2.0.co%3b2,pdf_native,success,Inventory of Predacious Mites in Quebec Commercial Apple Orchards Where Integrated Pest Management Programs Are Implemented,pdf_native,0.0524,,data\pdfs\fuster\10.1603_0013-8746%282006%2999%5B536%3AIOPMIQ%5D2.0.CO%3B2.pdf,"[""abundance"", ""time_series""]","[""site"", ""administrative_units""]",3500.0,from 1999 to 2000 inclusive; sampled weekly from 28 June to 28 September in 1999 and from 12 July to 13 September in 2000,1999,2000,"[""Agistemus fleschneri"", ""Amblyseius fallacis"", ""Typhlodromus caudiglans"", ""Typhlodromus conspicuous"", ""Typhlodromus herbertae"", ""Typhlodromus longipilus"", ""Typhlodromus bakeri"", ""Typhlodromus pyri"", ""Amblyseius okanagensis"", ""Amblyseius finlandicus"", ""Anystis baccarum"", ""Balaustium sp.""]",Bostanian et al. 1984; Forest et al. 1982; Thistlewood 1991,True,True,,,True,,yes,
315,10.1603/en10045,pdf_native,success,Selected Beetle Assemblages Captured in Pitfall Traps Baited with Deer Dung or Meat in Balsam Fir and Sugar Maple Forests of Central Quebec,pdf_native,0.0452,,data\pdfs\fuster\10.1603_EN10045.pdf,"[""abundance"", ""species_richness""]","[""sample"", ""site""]",,5–13 July 2006,2006,2006,"[""coprophilous and necrophagous beetles"", ""Histeridae"", ""Hydrophilidae"", ""Scarabaeidae"", ""Silphidae"", ""Leiodidae"", ""Ptilidae"", ""Staphylinidae"", ""Trogidae"", ""Hister furtivus"", ""Margarinotus egregius"", ""Margarinotus faedatus"", ""Margarinotus hudsonicus"", ""Margarinotus lecontei"", ""Cercyon assecla"", ""Cercyon minusculus"", ""Cercyon pygmaeus"", ""Cryptopleurum minutum"", ""Gnathoncus communis"", ""Dialytes striatulus"", ""Onthophagus hecate hecate"", ""Necrodes surinamensis"", ""Necrophila americana"", ""Oiceoptoma noveboracense"", ""Nicrophorus defodiens"", ""Nicrophorus investigator"", ""Nicrophorus orbicollis"", ""Nicrophorus pustulatus"", ""Nicrophorus sayi"", ""Nicrophorus tomentosus""]",,,True,True,,,,yes,
343,10.3390/ijgi7090335,pdf_native,success,Towards Modelling Future Trends of Quebec's Boreal Birds' Species Distribution under Climate Change,pdf_native,0.0781,,data\pdfs\fuster\10.3390_ijgi7090335.pdf,"[""abundance"", ""distribution"", ""species_richness""]","[""sample"", ""site"", ""distribution"", ""maps""]",1600000.0,current observations from 1980–2013; present climate data 1950–2000 average; future projections for 2050 (2041–2060 average) and 2070 (2061–2080 average),1980,2013,"[""Setophaga ruticilla"", ""Setophaga castanea"", ""Poecile atricapillus"", ""Poecile hudsonicus"", ""Melanitta americana"", ""Mniotilta varia"", ""Corvus corax"", ""Acanthis flammea"", ""Junco hyemalis"", ""Hesperiphona vespertina"", ""Passerella iliaca"", ""Regulus satrapa"", ""Perisoreus canadensis"", ""Melospiza lincolnii"", ""Lanius excubitor"", ""Contopus cooperi"", ""Haemorhous purpureus"", ""Pinicola enucleator"", ""Setophaga pinus"", ""Euphagus carolinus"", ""Sitta canadensis"", ""Regulus calendula"", ""Loxia curvirostra"", ""Vireo olivaceus"", ""Bonasa umbellus"", ""Falcipennis canadensis"", ""Tringa solitaria"", ""Actitis macularius"", ""Melanitta perspicillata"", ""Melospiza georgiana"", ""Catharus ustulatus"", ""Catharus fuscescens"", ""Zonotrichia leucophrys"", ""Numenius phaeopus"", ""Loxia leucoptera"", ""Melanitta deglandi"", ""Empidonax flaviventris""]",eBird; WorldClim; National Topographic Data Base of Canada; Global Forest Watch Canada; Canadian Forest Inventory of 2001,,True,,,,True,yes,
351,10.1603/0013-8746%282005%29098%5b0565%3awccdaa%5d2.0.co%3b2,pdf_native,success,Weevil (Coleoptera: Curculionoidea) Diversity and Abundance in Two Quebec Vineyards,pdf_native,0.0405,,data\pdfs\fuster\10.1603_0013-8746%282005%29098%5B0565%3AWCCDAA%5D2.0.CO%3B2.pdf,"[""abundance"", ""species_richness""]","[""sample"", ""site""]",,from 1997 to 1999,1997,1999,"[""weevils (Coleoptera: Curculionoidea)"", ""73 species in three families of Curculionoidea"", ""Anthribidae"", ""Brentidae"", ""Curculionidae""]",Bostanian et al. (2003),True,True,,,True,,yes,
